disease_name,search_name,description,symptoms,symptoms_count,image_url,local_image_path
body dysmorphic disorder,Body dysmorphic disorder,"Body dysmorphic disorder (BDD), also known in some contexts as dysmorphophobia or dysmorphia, is a mental disorder defined by an overwhelming preoccupation with a perceived flaw in one's physical appearance. In BDD's delusional variant, the flaw is imagined. When an actual visible difference exists, its importance is disproportionately magnified in the mind of the individual. Whether the physical issue is real or imagined, ruminations concerning this perceived defect become pervasive and intrusi",fear of perceived | body image | flaws | misconceptions about one's own physical appearance | body-checking behavior,5,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Is_this_me_mental_disorder_of_looking.jpg/330px-Is_this_me_mental_disorder_of_looking.jpg,data/images\Body_dysmorphic_disorder.jpg
trichotillomania,Trichotillomania,"Trichotillomania (TTM), also known as hair-pulling disorder or compulsive hair pulling, is a mental disorder characterized by a long-term urge that results in the pulling out of one's own hair. A brief positive feeling may occur as hair is removed. Efforts to stop pulling hair typically fail. Hair removal may occur anywhere; however, the head and around the eyes are most common. The hair pulling is to such a degree that it results in distress and can cause visible hair loss.",visible | hair loss | distress | [ | 1 | ] | [ | 2 | ],9,https://upload.wikimedia.org/wikipedia/commons/4/45/Trichotillomania_1.jpg,data/images\Trichotillomania.jpg
excoriation disorder,Excoriation disorder,"Excoriation disorder, more commonly known as dermatillomania, is a mental disorder on the obsessive–compulsive spectrum that is characterized by the repeated urge or impulse to pick at one's own skin, to the extent that either psychological or physical damage is caused. The exact causes of this disorder are unclear but are believed to involve a combination of genetic, psychological, and environmental factors, including stress and underlying mental health conditions such as anxiety or obsessive-c",anxiety,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Skin_picking_pattern%2C_brightened.jpg/330px-Skin_picking_pattern%2C_brightened.jpg,data/images\Excoriation_disorder.jpg
hoarding disorder,Hoarding disorder,"Hoarding disorder (HD) is a mental disorder characterized by persistent difficulty in parting with possessions and engaging in excessive acquisition of items that are not needed or for which no space is available. This results in severely cluttered living spaces, distress, and impairment in personal, family, social, educational, occupational, or other important areas of functioning. Excessive acquisition is characterized by repetitive urges or behaviours related to amassing or buying property. D",excessive acquisition | perceived need to save possessions | persistent difficulty discarding or parting with possessions | regardless of their actual value,4,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Compulsive_hoarding_Apartment.jpg/330px-Compulsive_hoarding_Apartment.jpg,data/images\Hoarding_disorder.jpg
intermittent explosive disorder,Intermittent explosive disorder,"Intermittent explosive disorder (IED), or episodic dyscontrol syndrome (EDS), is a mental disorder characterized by explosive outbursts of anger or violence, often to the point of rage, that are disproportionate to the situation. Impulsive aggression is not premeditated, and is defined by a disproportionate reaction to any provocation, real or perceived, that would often be associated with a choleric temperament. Some individuals have reported affective changes prior to an outburst, such as tens",explosive outbursts of | anger | or violence | often to the point of rage | that are disproportionate to the situation at hand,5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Dante_Gabriel_Rossetti_-_Christina_Rossetti_in_a_Tantrum.jpg/330px-Dante_Gabriel_Rossetti_-_Christina_Rossetti_in_a_Tantrum.jpg,data/images/intermittent_explosive_disorder.jpg
pyromania,Pyromania,"Pyromania is an impulse-control disorder in which individuals repeatedly fail to resist impulses to deliberately start fires. An individual with pyromania deliberately sets fires on more than one occasion, and before the act of lighting the fire, the person usually experiences tension and an emotional buildup.",impulsive starting of fires,1,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Burned_container.jpg/330px-Burned_container.jpg,data/images\Pyromania.jpg
adjustment disorder,Adjustment disorder,"Adjustment disorder is a mental disorder defined by a maladaptive response to a psychosocial stressor. The maladaptive response usually involves otherwise normal emotional and behavioral reactions that manifest more intensely than usual, causing marked distress, preoccupation with the stressor and its consequences, and functional impairment.",anxiety | depression | and behavioral disturbances associated with a psychological | stressor,4,,
prolonged grief disorder,Complicated grief,"Prolonged grief disorder (PGD), also known as complicated grief, traumatic grief, and persistent complex bereavement disorder, is a mental disorder consisting of a distinct set of symptoms following the death of a family member or close friend. While grief is a natural and normal response to painful or traumatic events or losses, people with PGD are preoccupied by grief and feelings of loss to the point of clinically significant distress and impairment, which can manifest in a variety of symptom",prolonged | grief | depression | emotional pain | emotional numbness | loneliness | identity disturbance | difficulty in managing | interpersonal relationships,9,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Grief_-_old_woman_%2870-ies%29.jpg/330px-Grief_-_old_woman_%2870-ies%29.jpg,data/images\Prolonged_grief_disorder.jpg
acute stress reaction,Acute stress disorder,"Acute stress reaction (ASR), also known as psychological shock, mental shock, or simply shock, as well as acute stress disorder (ASD), is a psychological response to a terrifying, traumatic, or surprising experience. The reactions may include but are not limited to intrusive thoughts, or dissociation, and reactivity symptoms such as avoidance or hyperarousal. It may be exhibited for days or weeks after the traumatic event. If the condition is not correctly addressed, it may develop into post-tra",disturbing thoughts | feelings | or | dreams | related to the event | dissociation | irritability | increased | startle | and | fight-or-flight response,11,,
osteoarthritis,Osteoarthritis,"Osteoarthritis is a type of degenerative joint disease that results from breakdown of joint cartilage and underlying bone. A form of arthritis, it is believed to be the fourth leading cause of disability in the world, with an estimated 240 million people worldwide having activity-limiting osteoarthritis. The most common symptoms are joint pain and stiffness. Usually the symptoms progress slowly over years. Other symptoms may include joint swelling, decreased range of motion, and, when the back i",joint pain | stiffness | joint swelling | decreased | range of motion | [ | 1 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Heberden-Arthrose.JPG/330px-Heberden-Arthrose.JPG,data/images\Osteoarthritis.jpg
rheumatoid arthritis,Rheumatoid arthritis,"Rheumatoid arthritis (RA) is a long-term autoimmune disorder that primarily affects joints. It typically results in warm, swollen, and painful joints. Pain and stiffness often worsen following rest. Most commonly, the wrist and hands are involved, with the same joints typically involved on both sides of the body. The disease may also affect other parts of the body, including skin, eyes, lungs, heart, nerves, and blood. This may result in a low red blood cell count, inflammation around the lungs,",warm | swollen | painful joints | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Rheumatoid_Arthritis.JPG/330px-Rheumatoid_Arthritis.JPG,data/images\Rheumatoid_arthritis.jpg
psoriatic arthritis,Psoriatic arthritis,"Psoriatic arthritis (PsA) is a chronic inflammatory arthritis. The classic features of psoriatic arthritis include enthesitis, synovitis, and dactylitis. It particularly affects the peripheral joints, the spine, and the sacroiliac joints. PsA also often presents with nail lesions, which may include small depressions in the nail (pitting), thickening of the nails, and detachment of the nail from the nailbed.",depression,1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Psoriatic_arthritis2010.JPG/330px-Psoriatic_arthritis2010.JPG,data/images\Psoriatic_arthritis.jpg
ankylosing spondylitis,Ankylosing spondylitis,"Ankylosing spondylitis (AS) is a type of arthritis from the disease spectrum of axial spondyloarthritis. The term comes from the Greek ankylos meaning crooked, curved or rounded, spondylos meaning vertebra, and -itis meaning inflammation. It is characterized by long-term inflammation of the joints of the spine, typically where the spine joins the pelvis. Lower back pain is a hallmark, but eye and gastrointestinal problems and arthritis of other joints may also occur. Joint mobility in the affect",back pain | joint stiffness | [ | 2 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/0510_Spondylitis_ankylosans_%28morbus_bechterew%29_anagoria.JPG/330px-0510_Spondylitis_ankylosans_%28morbus_bechterew%29_anagoria.JPG,data/images\Ankylosing_spondylitis.jpg
lupus,Systemic lupus erythematosus,"Lupus, formally called systemic lupus erythematosus (SLE), is an autoimmune disease in which the body's immune system mistakenly attacks healthy tissue in many parts of the body. Symptoms vary among people and may be mild to severe. Common symptoms include painful and swollen joints, fever, chest pain, hair loss, mouth ulcers, swollen lymph nodes, feeling tired, and a red rash which is most commonly on the face. Often there are periods of illness, called flares, and periods of remission during w",painful and swollen joints | fever | chest pain | hair loss | mouth ulcers | swollen lymph nodes | feeling tired | red | rash | [ | 1 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Lupusfoto.jpg/330px-Lupusfoto.jpg,data/images\Lupus.jpg
sjögren's disease,Sjogren syndrome,"Sjögren's disease (SjD), previously known as Sjögren syndrome or Sjögren's syndrome, is a long-term autoimmune disease that primarily affects the body's exocrine glands, particularly the lacrimal and salivary glands. Common symptoms include dry mouth and dry eyes, and it often seriously affects other organ systems, such as the lungs, kidneys, and nervous system.",dry mouth | dry eyes | other areas of dryness | major fatigue | joint pain | brain fog | [ | 2 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Sjogren%27s_syndrome_%282%29.jpg/330px-Sjogren%27s_syndrome_%282%29.jpg,data/images\Sjögren's_disease.jpg
dermatomyositis,Dermatomyositis,"Dermatomyositis (DM) is a long-term inflammatory autoimmune disorder which affects the skin and the muscles. Its symptoms are generally a skin rash and worsening muscle weakness over time. These may occur suddenly or develop over months. Other symptoms may include weight loss, fever, lung inflammation, or light sensitivity. Complications may include calcium deposits in muscles or skin.",rash | muscle weakness | weight loss | fever | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Dermatomyositis.jpg/330px-Dermatomyositis.jpg,data/images\Dermatomyositis.jpg
fibromyalgia,Fibromyalgia,"Fibromyalgia (FM) is a long-term adverse health condition characterised by widespread chronic pain. Current diagnosis also requires an above-threshold severity score from among six other symptoms: fatigue, trouble thinking or remembering, waking up tired (unrefreshed), pain or cramps in the lower abdomen, depression, or headache. Other symptoms may also be experienced. The causes of fibromyalgia are unknown, with several pathophysiologies proposed.",widespread pain | fatigue | sleep problems | [ | 3 | ] | [ | 4 | ],9,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Widespread_Pain_Index_Areas.svg/330px-Widespread_Pain_Index_Areas.svg.png,data/images\Fibromyalgia.jpg
polymyalgia rheumatica,Polymyalgia rheumatica,"Polymyalgia rheumatica (PMR) is a systemic inflammatory disease characterized by pain or stiffness, usually in the neck, shoulders, upper arms, and hips, but which may occur all over the body. Almost all cases occur in people age 50 or older. Pain and stiffness of PMR is worst in the morning and improves throughout the day, but these symptoms frequently persist to some extent throughout the day and into the evening.",shoulder | neck and hip pain | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Polymyalgia_rheumatica_man.svg/330px-Polymyalgia_rheumatica_man.svg.png,data/images\Polymyalgia_rheumatica.jpg
osteoporosis,Osteoporosis,"Osteoporosis is a systemic skeletal disorder characterized by low bone mass, micro-architectural deterioration of bone tissue leading to more porous bone, and consequent increase in fracture risk. Bones undergo continuous remodeling: osteoclasts resorb old bone, and osteoblasts synthesize new bone. With advancing age, the rate of resorption exceeds that of bone formation, causing bones to lose density and become more susceptible to fractures. The word ""osteoporosis"" is from the Greek terms for """,increased risk of a | broken bone | [ | 3 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/OsteoCutout.png/330px-OsteoCutout.png,data/images\Osteoporosis.jpg
rickets,Rickets,"Rickets is a condition that results in weak or soft bones in children and may have either dietary-deficiency or genetic causes. Symptoms include bowed legs, stunted growth, bone pain, large forehead, and trouble sleeping. Complications may include bone deformities, bone pseudofractures and fractures, muscle spasms, or an abnormally curved spine. The analogous condition in adults is osteomalacia.",bowed legs | stunted growth | bone pain | large forehead | trouble sleeping | [ | 1 | ] | [ | 2 | ] | [ | 3 | ],14,https://upload.wikimedia.org/wikipedia/commons/a/a9/XrayRicketsLegssmall.jpg,data/images\Rickets.jpg
paget's disease of bone,Paget disease of bone,"Paget's disease of bone is a condition involving cellular remodeling and deformity of one or more bones. The affected bones show signs of dysregulated bone remodeling at the microscopic level, specifically excessive bone breakdown and subsequent disorganized new bone formation. These structural changes cause the bone to weaken, which may result in deformity, pain, fracture or arthritis of associated joints.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Pagets_skull.jpg/330px-Pagets_skull.jpg,data/images\Paget's_disease_of_bone.jpg
osteogenesis imperfecta,Osteogenesis imperfecta,"Osteogenesis imperfecta, colloquially known as brittle bone disease, is a group of genetic disorders that all result in bones that break easily. The range of symptoms—on the skeleton as well as on the body's other organs—may be mild to severe. Symptoms found in various types of OI include whites of the eye (sclerae) that are blue instead, short stature, loose joints, hearing loss, breathing problems and problems with the teeth. Potentially life-threatening complications, all of which become more",bones that | break | easily | blue tinge to the | sclera | (whites of the eye) | short height | joint hypermobility | hearing loss | [ | 5 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Osteogenesis_imperfecta_X-ray_%28clinically_type_IV%29_of_left_forearm.png/330px-Osteogenesis_imperfecta_X-ray_%28clinically_type_IV%29_of_left_forearm.png,data/images\Osteogenesis_imperfecta.jpg
avascular necrosis,Avascular necrosis,"Avascular necrosis (AVN), also called osteonecrosis or bone infarction, is death of bone tissue due to interruption of the blood supply. Early on, there may be no symptoms. Gradually joint pain may develop, which may limit the person's ability to move. Complications may include collapse of the bone or nearby joint surface.",joint pain | decreased ability to move | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Head_of_femur_avascular_necrosis.jpg/330px-Head_of_femur_avascular_necrosis.jpg,data/images\Avascular_necrosis.jpg
avascular necrosis,Osteonecrosis,"Avascular necrosis (AVN), also called osteonecrosis or bone infarction, is death of bone tissue due to interruption of the blood supply. Early on, there may be no symptoms. Gradually joint pain may develop, which may limit the person's ability to move. Complications may include collapse of the bone or nearby joint surface.",joint pain | decreased ability to move | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Head_of_femur_avascular_necrosis.jpg/330px-Head_of_femur_avascular_necrosis.jpg,data/images\Avascular_necrosis.jpg
stress fracture,Stress fracture,"A stress fracture is a fatigue-induced bone fracture caused by repeated stress over time. Instead of resulting from a single severe impact, stress fractures are the result of accumulated injury from repeated submaximal loading, such as running or jumping. Because of this mechanism, stress fractures are common overuse injuries in athletes.",fatigue,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Stress_fracture_of_the_second_metatarsal_bone1.jpg/330px-Stress_fracture_of_the_second_metatarsal_bone1.jpg,data/images\Stress_fracture.jpg
compartment syndrome,Compartment syndrome,"Compartment syndrome is a serious medical condition in which increased pressure within a body compartment compromises blood flow and tissue function, potentially leading to permanent damage if not promptly treated. There are two types: acute and chronic. Acute compartment syndrome can lead to a loss of the affected limb due to tissue death.",pain | numbness | pallor | decreased ability to move the affected limb | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Fasciotomyforearm.jpg/330px-Fasciotomyforearm.jpg,data/images\Compartment_syndrome.jpg
rhabdomyolysis,Rhabdomyolysis,"Rhabdomyolysis is a condition in which damaged skeletal muscle breaks down rapidly. Symptoms may include muscle pains, weakness, vomiting, and confusion. There may be tea-colored urine or an irregular heartbeat. Some of the muscle breakdown products, such as the protein myoglobin, are harmful to the kidneys and can cause acute kidney injury.",muscle pains | weakness | vomiting | confusion | tea-colored urine | irregular heartbeat | [ | 3 | ] | [ | 4 | ],12,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/RhabdoUrine.JPG/330px-RhabdoUrine.JPG,data/images\Rhabdomyolysis.jpg
plantar fasciitis,Plantar fasciitis,"Plantar fasciitis or plantar heel pain is a disorder of the plantar fascia, which is the connective tissue that supports the arch of the foot. It results in pain in the heel and bottom of the foot that is usually most severe with the first steps of the day or following a period of rest. Pain is also frequently brought on by bending the foot and toes up towards the shin. The pain typically comes on gradually, and it affects both feet in about one-third of cases.",pain | in the | heel | and | bottom of the foot | [ | 2 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/PF-PainAreas.jpg/330px-PF-PainAreas.jpg,data/images\Plantar_fasciitis.jpg
rotator cuff tear,Rotator cuff tear,Rotator cuff tendinopathy is a process of senescence. The pathophysiology is mucoid degeneration. Most people develop rotator cuff tendinopathy within their lifetime.,shoulder pain | weakness | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/5/5a/Rotator_cuff_tear.jpg,data/images\Rotator_cuff_tear.jpg
adhesive capsulitis of the shoulder,Frozen shoulder,"Adhesive capsulitis, also known as frozen shoulder, is a condition associated with shoulder pain and stiffness. Onset is gradual over weeks to months. A common shoulder ailment, adhesive capsulitis is marked by pain at rest but especially upon movement, as well as a decrease in range of motion. The shoulder itself, however, often does not hurt significantly when touched.",shoulder pain | stiffness | [ | 1 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Gray327.png/330px-Gray327.png,data/images\Adhesive_capsulitis_of_the_shoulder.jpg
tennis elbow,Tennis elbow,"Tennis elbow, also known as lateral epicondylitis, is an enthesopathy of the origin of the extensor carpi radialis brevis on the lateral epicondyle. It causes pain and tenderness over the lateral epicondyle. It usually has a gradual onset, but it can seem sudden and be misinterpreted as an injury.",painful and tender outer part of the elbow | [ | 1 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/En-elbow_joint.svg/330px-En-elbow_joint.svg.png,data/images\Tennis_elbow.jpg
de quervain tendinopathy,De Quervain tenosynovitis,"De Quervain syndrome or De Quervain tendinopathy occurs when two tendons that control movement of the thumb become enlarged where they pass through their tendon sheath in the wrist. The characteristic symptoms are pain and tenderness on the thumb side of the wrist. Radial abduction of the thumb is painful. On some occasions, there is uneven movement or triggering of the thumb and wrist with radial abduction. The pathophysiology develops gradually. Symptoms can come on gradually or be noted sudde",wrist | [ | 3 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Finkelstein_Test_Arrow.jpg/330px-Finkelstein_Test_Arrow.jpg,data/images\De_Quervain_tendinopathy.jpg
trigger finger,Trigger finger,"Trigger finger, also known as stenosing tenosynovitis, is a disorder characterized by catching or locking of the involved finger in full or near full flexion, typically when the hand is closed with force. There may be tenderness in the palm of the hand near the last skin crease. The name ""trigger finger"" may refer to the motion of ""catching"" like a trigger on a gun. The ring finger and thumb are the most common digits.",catching or locking of the involved finger | pain | [ | 2 | ] | [ | 3 | ],8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/TriggerFinger.webm/330px--TriggerFinger.webm.jpg,data/images\Trigger_finger.jpg
dupuytren's contracture,Dupuytren contracture,"Dupuytren's contracture is a condition in which one or more fingers become permanently bent in a flexed position. It is named after Guillaume Dupuytren, who first described the underlying mechanism of action, followed by the first successful operation in 1831 and publication of the results in The Lancet in 1834. It usually begins as small, hard nodules just under the skin of the palm, then worsens over time until the fingers can no longer be fully straightened. While typically not painful, some ",[ | 2 | ],3,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Morbus_dupuytren_1_%28fcm%29.jpg/330px-Morbus_dupuytren_1_%28fcm%29.jpg,data/images\Dupuytren's_contracture.jpg
bunion,Bunion,"A bunion, also known as hallux valgus, is an outward deformity of the foot's metatarsophalangeal joint which connects the big toe to the foot. The rear tarsametatarsal joint that holds the metatarsal bone in a straight-ahead position weakens, and the metatarsal moves outward and rotates 90 degrees, bringing the sesamoids up against the adjacent toe. This results in the head of the metatarsal bulging outward while the big toe bends inward toward the other toes. The joint often becomes red and pai",prominent | red | [ | 2 | ],5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Hallux_Valgus-Aspect_pr%C3%A9_op_d%C3%A9charge.JPG/330px-Hallux_Valgus-Aspect_pr%C3%A9_op_d%C3%A9charge.JPG,data/images\Bunion.jpg
scoliosis,Scoliosis,"Scoliosis is a medical condition in which the spine has an irregular curve in the coronal plane, associated with a rotational component. The curve is usually S- or C-shaped over three dimensions. In some cases, the degree of curvature remains stable, while in others it increases over time. Mild scoliosis does not typically cause problems, but more severe cases can affect breathing and movement. Pain is usually present in adults and can worsen with age. As the condition progresses, it may affect ",sideways curve in the back | [ | 2 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Blausen_0785_Scoliosis_01.png/330px-Blausen_0785_Scoliosis_01.png,data/images\Scoliosis.jpg
disc herniation,Herniated disc,"A disc herniation, also known as a spinal disc herniation, is a condition affecting the intervertebral disc between two vertebrae, usually caused by excessive strain or trauma to the spine. It may result in back pain, pain or abnormal sensation in different parts of the body, and physical disability. The most conclusive diagnostic tool for disc herniation is MRI, and treatments may range from painkillers to surgery. The risk of disc herniation may be reduced by maintaining core strength and an a",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Hernie_discale_L4_L5.png/330px-Hernie_discale_L4_L5.png,data/images\Disc_herniation.jpg
spinal stenosis,Spinal stenosis,"Spinal stenosis is an abnormal narrowing of the spinal canal or neural foramen that results in pressure on the spinal cord or nerve roots. Symptoms may include pain, numbness, or weakness in the arms or legs. Symptoms are typically gradual in onset and improve with leaning forward. Severe symptoms may include loss of bladder control, loss of bowel control, or sexual dysfunction.",pain | numbness | or weakness in the arms or legs | [ | 1 | ],6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/LUMBAR_TREFOIL_CANAL.JPG/330px-LUMBAR_TREFOIL_CANAL.JPG,data/images\Spinal_stenosis.jpg
facet syndrome,Facet joint syndrome,"Facet syndrome is a syndrome in which the facet joints cause painful symptoms. In conjunction with degenerative disc disease, a distinct but functionally related condition, facet arthropathy is believed to be one of the most common causes of lower back pain.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Facet_Joints.png/330px-Facet_Joints.png,data/images\Facet_syndrome.jpg
sacroiliac joint dysfunction,Sacroiliac joint dysfunction,"The term sacroiliac joint dysfunction refers to abnormal motion in the sacroiliac joint, either too much motion or too little motion, that causes pain in this region.",pain,1,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Sacroiliac_Joint.png/330px-Sacroiliac_Joint.png,data/images\Sacroiliac_joint_dysfunction.jpg
piriformis syndrome,Piriformis syndrome,Piriformis syndrome is a condition which is believed to result from nerve compression at the sciatic nerve by the piriformis muscle. It is a specific case of deep gluteal syndrome.,buttock pain that is worse with sitting | [ | 2 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Piriformis_syndrome.jpg/330px-Piriformis_syndrome.jpg,data/images\Piriformis_syndrome.jpg
sciatica,Sciatica,"Sciatica is pain going down the leg from the lower back. This pain may extend down the back, outside, or front of the leg. Onset is often sudden following activities such as heavy lifting, though gradual onset may also occur. The pain is often described as shooting. Typically, symptoms occur on only one side of the body; certain causes, however, may result in pain on both sides. Lower back pain is sometimes present. Weakness or numbness may occur in various parts of the affected leg and foot.",pain | going down the leg from the | lower back | weakness or numbness of the affected leg | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Sciatic_nerve2.jpg/330px-Sciatic_nerve2.jpg,data/images\Sciatica.jpg
radiculopathy,Cervical radiculopathy,"Radiculopathy, also commonly referred to as pinched nerve, refers to a set of conditions in which one or more nerves are affected and do not work properly. Radiculopathy can result in pain, weakness, altered sensation (paresthesia) or difficulty controlling specific muscles. Pinched nerves arise when surrounding bone or tissue, such as cartilage, muscles or tendons, put pressure on the nerve and disrupt its function.",pain | weakness,2,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Cervical_vertebrae_lateral.png/330px-Cervical_vertebrae_lateral.png,data/images\Radiculopathy.jpg
sciatica,Lumbar radiculopathy,"Sciatica is pain going down the leg from the lower back. This pain may extend down the back, outside, or front of the leg. Onset is often sudden following activities such as heavy lifting, though gradual onset may also occur. The pain is often described as shooting. Typically, symptoms occur on only one side of the body; certain causes, however, may result in pain on both sides. Lower back pain is sometimes present. Weakness or numbness may occur in various parts of the affected leg and foot.",pain | going down the leg from the | lower back | weakness or numbness of the affected leg | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Sciatic_nerve2.jpg/330px-Sciatic_nerve2.jpg,data/images\Sciatica.jpg
chronic kidney disease,Chronic kidney disease,"Chronic kidney disease (CKD) is a type of long-term kidney disease, defined by the sustained presence of abnormal kidney function and/or abnormal kidney structure. To meet the criteria for CKD, the abnormalities must be present for at least three months. Early in the course of CKD, patients are usually asymptomatic, but can be diagnosed via proteinuria. At later stages, the symptoms may include leg swelling, feeling tired, vomiting, loss of appetite, and confusion. Complications can relate to ho",early | : none | [ | 2 | ] | later | : | leg swelling | feeling tired | vomiting | foamy urine | loss of appetite | confusion | [ | 2 | ],16,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/CKD_-_Chronic_kidney_disease.jpg/330px-CKD_-_Chronic_kidney_disease.jpg,data/images\Chronic_kidney_disease.jpg
nephrotic syndrome,Nephrotic syndrome,"Nephrotic syndrome is a collection of symptoms due to kidney damage. This includes protein in the urine, low blood albumin levels, high blood lipids, and significant swelling. Other symptoms may include weight gain, feeling tired, and foamy urine. Complications may include blood clots, infections, and high blood pressure.",swelling | weight gain | feeling tired | foamy urine | [ | 1 | ],7,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Diabetic_glomerulosclerosis_%281%29_HE.jpg/330px-Diabetic_glomerulosclerosis_%281%29_HE.jpg,data/images\Nephrotic_syndrome.jpg
nephritic syndrome,Nephritic syndrome,"Nephritic syndrome is a syndrome comprising signs of nephritis, which is kidney disease involving inflammation. It often occurs in the glomerulus, where it is called glomerulonephritis. Glomerulonephritis is characterized by inflammation and thinning of the glomerular basement membrane and the occurrence of small pores in the podocytes of the glomerulus. These pores become large enough to permit both proteins and red blood cells to pass into the urine. By contrast, nephrotic syndrome is characte",oliguria | [ | 2 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Blausen_0593_KidneyAnatomy_02.png/330px-Blausen_0593_KidneyAnatomy_02.png,data/images/nephritic_syndrome.jpg
focal segmental glomerulosclerosis,Focal segmental glomerulosclerosis,"Focal segmental glomerulosclerosis (FSGS) is a histopathologic finding of scarring (sclerosis) of glomeruli and damage to renal podocytes. This process damages the filtration function of the kidney, resulting in protein presence in the urine due to protein loss. FSGS is a leading cause of excess protein loss—nephrotic syndrome—in children and adults in the US. Signs and symptoms include proteinuria and edema. Kidney failure is a common long-term complication of the disease. FSGS can be classifie",edema,1,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Focal_segmental_glomerulosclerosis_-_high_mag.jpg/330px-Focal_segmental_glomerulosclerosis_-_high_mag.jpg,data/images\Focal_segmental_glomerulosclerosis.jpg
minimal change disease,Minimal change disease,"Minimal change disease (MCD), also known as lipoid nephrosis or nil disease, among others, is a disease affecting the kidneys which causes nephrotic syndrome. Nephrotic syndrome leads to the loss of significant amounts of protein to the urine (proteinuria), which causes the widespread edema and impaired kidney function commonly experienced by those affected by the disease. It is most common in children and has a peak incidence at 2 to 6 years of age. MCD is responsible for 10–25% of nephrotic sy",edema,1,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Minimal_Change_Disease_Pathology_Diagram.svg/330px-Minimal_Change_Disease_Pathology_Diagram.svg.png,data/images\Minimal_change_disease.jpg
lupus nephritis,Lupus nephritis,"Lupus nephritis (LN) is an inflammation of the kidneys caused by systemic lupus erythematosus (SLE) and childhood-onset systemic lupus erythematosus which is a more severe form of SLE that develops in children up to 18 years old; both are autoimmune diseases. It is a type of glomerulonephritis in which the glomeruli become inflamed. Since it is a result of SLE, this type of glomerulonephritis is said to be secondary, and has a different pattern and outcome from conditions with a primary cause or",joint pain or swelling | [ | 2 | ],4,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Diffuse_proliferative_lupus_nephritis_-_high_mag.jpg/330px-Diffuse_proliferative_lupus_nephritis_-_high_mag.jpg,data/images/lupus_nephritis.jpg
